3281:IN:H2:O+:OH+:H:::1:1.35e-09:0.00:0.0:10:41000:M:A:"10.3847/1538-4357/aab106":"Kovalenko et al., ApJ, 856, 100 (2018)":                                                                                                                                                                                     
3284:IN:H2:OH+:H2O+:H:::1:1.27e-09:0.18:0.0:17:263:M:A:"10.3847/1538-4357/aaa0d8":"Tran et al., ApJ, 854, 25 (2018)":                                                                                                                                                                                           
3257:IN:H2:H2O+:H3O+:H:::1:9.70e-10:0.00:0.0:17:218:M:A:"10.3847/1538-4357/aaa0d8":"Tran et al., ApJ, 854, 25 (2018)":                                                                                                                                                                                          
1594:DR:H3O+:e-:H2O:H:::1:7.09e-08:-0.50:0.0:10:1000:M:A:"10.1021/jp9104097":"06_3560D.notes":                                                                                                                                                                                                                  
1561:DR:H2O+:e-:O:H2:::1:3.90e-08:-0.50:0.0:10:1000:M:A:"10.1039/a909314a"::                                                                                                                                                                                                                                    
1563:DR:H2O+:e-:OH:H:::1:8.60e-08:-0.50:0.0:10:1000:M:A:"10.1039/a909314a"::                                                                                                                                                                                                                                    
1737:DR:OH+:e-:O:H:::1:3.75e-08:-0.50:0.0:10:300:M:A:"10.1016/0370-1573(90)90159-Y"::                                                                                                                                                                                                                           
8760:RR:O+:e-:O:PHOTON:::1:3.24e-12:-0.66:0.0:10:41000:C:B:"10.1086/313173"::                                                                                                                                                                                                                                   
832:CP:O:CRP:O+:e-:::1:3.40e-17:0.00:0.0:10:41000:L:C:"10.1086/190665":"Prasad and Huntress 1980":                                                                                                                                                                                                             
821:CP:C:CRP:C+:e-:::1:2.30e-17:0.00:0.0:10:41000:L:C:"10.1086/190665":"Prasad and Huntress 1980":                                                                                                                                                                                                             
822:CP:CO:CRP:CO+:e-:::1:3.90e-17:0.00:0.0:10:41000:L:C:"10.1086/190665":"Prasad and Huntress 1980":                                                                                                                                                                                                           
8748:RR:C+:e-:C:PHOTON:::1:2.36e-12:-0.29:-17.6:10:41000:C:B:"10.1086/313013":"Roellig M, A&A, 590, A9 (2011) fit":                                                                                                                                                                                             
7167:NN:C:OH:CO:H:::1:1.00e-10:0.00:0.0:10:300:L:C:"10.1111/j.1365-2966.2004.07656.x":"Smith et al, MNRAS, 350, 323 (2004)":                                                                                                                                                                                    
2232:IN:C+:OH:CO+:H:::1:7.70e-10:-0.50:0.0:10:41000:L:C:"10.1086/190665":"Prasad and Huntress 1980":                                                                                                                                                                                                            
499:CE:H:CO+:CO:H+:::1:7.50e-10:0.00:0.0:10:41000:M:B:"10.1103/PhysRevLett.52.2084"::                                                                                                                                                                                                                          
3247:IN:H2:CO+:HCO+:H:::1:7.50e-10:0.00:0.0:10:41000:M:A:"10.1063/1.473116"::                                                                                                                                                                                                                                   
1655:DR:HCO+:e-:CO:H:::1:2.40e-07:-0.69:0.0:10:300:M:A:"10.1016/0370-1573(90)90159-Y"::                                                                                                                                                                                                                         
8752:RR:H+:e-:H:PHOTON:::1:3.50e-12:-0.75:0.0:10:20000:L:A:"10.1086/190665":"Prasad and Huntress 1980":                                                                                                                                                                                                         
828:CP:H2:CRP:H:H:::1:1.30e-18:0.00:0.0:10:41000:L:C:"10.1086/190665":"Prasad and Huntress 1980":                                                                                                                                                                                                              
