time_seconds,time_years,number_density,temperature,cr_rate,fuv_field,visual_extinction,C,C+,CO,CO+,E,H,H+,H2,H2O,H2O+,H3O+,HCO+,O,O+,OH,OH+
0.051194988363324916,1.6233824316122816e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999999718376e-05,2.816243478931428e-15,9.999999999789951e-31,9.999999999999857e-31,2.9506382536087997e-15,5.815750678120297e-12,1e-30,0.9999999999970922,9.999999999604777e-31,1.039303614732262e-29,1.0000004298531632e-30,1.0000000000000144e-30,0.00019999999999986565,1.3439471963467592e-16,1.0000000000190443e-30,5.504268798360326e-23
0.05299775934268939,1.6805479243622968e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999999708459e-05,2.9154141629549663e-15,9.999999999782556e-31,9.999999999999852e-31,3.0545414907066157e-15,6.0205454613794385e-12,1e-30,0.99999999999699,9.999999999590858e-31,1.142068231048099e-29,1.0000005329499589e-30,1.0000000000000148e-30,0.0001999999999998609,1.3912726876417445e-16,1.000000000019715e-30,5.898746697950148e-23
0.054864012770394044,1.7397264323437989e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999999698192e-05,3.0180770253512767e-15,9.999999999774898e-31,9.999999999999847e-31,3.162103557437678e-15,6.232551850770266e-12,1e-30,0.9999999999968839,9.999999999576451e-31,1.2560758216354068e-29,1.0000006553739468e-30,1.0000000000000153e-30,0.000199999999999856,1.4402646887143275e-16,1.0000000000204091e-30,6.321495890721518e-23
0.05679598410579171,1.8009888415078547e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999999687565e-05,3.1243550390523866e-15,9.99999999976697e-31,9.999999999999841e-31,3.273453295161091e-15,6.452023794475276e-12,1e-30,0.9999999999967742,9.999999999561538e-31,1.3825564254413535e-29,1.0000008000032142e-30,1.000000000000016e-30,0.00019999999999985093,1.4909818836326841e-16,1.000000000021128e-30,6.774542512660409e-23
0.058795987527293224,1.864408533970485e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999999676563e-05,3.234375507336728e-15,9.999999999758764e-31,9.999999999999836e-31,3.3887240822320875e-15,6.679224183161956e-12,1e-30,0.9999999999966606,9.999999999546097e-31,1.52287465398447e-29,1.0000009700920302e-30,1.0000000000000165e-30,0.0001999999999998457,1.5434850229476815e-16,1.0000000000218717e-30,7.260057908032876e-23
0.06086641870436575,1.930061475912156e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999999665173e-05,3.3482702163171514e-15,9.99999999975027e-31,9.99999999999983e-31,3.508053993766964e-15,6.914425164881801e-12,1e-30,0.999999999996543,9.999999999530114e-31,1.67854441428548e-29,1.0000011693166264e-30,1.000000000000017e-30,0.00019999999999984025,1.5978369964610847e-16,1.0000000000226421e-30,7.7803690361077e-23
0.06300975766714396,1.998026308572551e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999999653382e-05,3.4661755927986366e-15,9.999999999741477e-31,9.999999999999824e-31,3.631585967033967e-15,7.1579084710581246e-12,1e-30,0.9999999999964211,9.999999999513566e-31,1.8512452425625334e-29,1.0000014018263262e-30,1.0000000000000178e-30,0.00019999999999983461,1.65410290855618e-16,1.0000000000234394e-30,8.337969623702972e-23
0.06522857177709118,2.068384442449619e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999999641177e-05,3.588232867694785e-15,9.999999999732372e-31,9.999999999999819e-31,3.759467972668228e-15,7.409965753953186e-12,1e-30,0.9999999999962951,9.999999999496437e-31,2.0428404249167396e-29,1.0000016723006335e-30,1.0000000000000183e-30,0.00019999999999982881,1.7123501561810379e-16,1.0000000000242648e-30,8.935532117007883e-23
0.06752551880226891,2.1412201548157316e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999999628542e-05,3.714588245198821e-15,9.999999999722948e-31,9.999999999999812e-31,3.891853191915827e-15,7.670898936018796e-12,1e-30,0.9999999999961646,9.999999999478706e-31,2.255397100513939e-29,1.000001986012956e-30,1.000000000000019e-30,0.0001999999999998228,1.7726485095778204e-16,1.0000000000251194e-30,9.57592048996169e-23
0.0699033501008979,2.2166206906677417e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999999615461e-05,3.8453930779117315e-15,9.999999999713192e-31,9.999999999999805e-31,4.028900200119275e-15,7.941020571548858e-12,1e-30,0.9999999999960297,9.999999999460349e-31,2.491208564157976e-29,1.0000023489017206e-30,1.0000000000000195e-30,0.00019999999999981654,1.835070195854817e-16,1.0000000000260038e-30,1.0262203970576973e-22
0.07236491391702649,2.294676367231941e-09,10000.0,50.0,1e-17,1.0,2.0,9.99999999960192e-05,3.980804048137445e-15,9.999999999703092e-31,9.999999999999798e-31,4.170773156664326e-15,8.22065422106729e-12,1e-30,0.9999999999958898,9.999999999441345e-31,2.752819008880459e-29,1.0000027676497174e-30,1.0000000000000202e-30,0.00019999999999981006,1.8996899855013727e-16,1.0000000000269196e-30,1.0997671750994592e-22
