cr_rate,success,elapsed_time,n_species,n_reactions,n_timesteps,n_ode_steps,n_accepted,n_rejected,final_time_years,physical_params
1.6926666150378762,True,10.746280958002899,163,2227,100,1196,1196,0,4999999.999999989,"{'number_density': 10000.0, 'temperature': 250.0, 'cr_rate': 1.6926666150378762, 'fuv_field': 1.0, 'visual_extinction': 2.9643750143703076, 'use_self_consistent_av': True, 'base_av': 2.0, 'cloud_radius_pc': 1.0, 't_start': 0.0, 't_end': 5000000.0, 'n_snapshots': 100, 'rtol': 1e-09, 'atol': 1e-30, 'solver': 'kvaerno5', 'max_steps': 65536}"
2.5118864315095797,True,10.444493000002694,163,2227,100,1152,1152,0,4999999.999999989,"{'number_density': 10000.0, 'temperature': 250.0, 'cr_rate': 2.5118864315095797, 'fuv_field': 1.0, 'visual_extinction': 2.9643750143703076, 'use_self_consistent_av': True, 'base_av': 2.0, 'cloud_radius_pc': 1.0, 't_start': 0.0, 't_end': 5000000.0, 'n_snapshots': 100, 'rtol': 1e-09, 'atol': 1e-30, 'solver': 'kvaerno5', 'max_steps': 65536}"
3.7275937203149416,True,10.528360333002638,163,2227,100,1114,1114,0,4999999.999999989,"{'number_density': 10000.0, 'temperature': 250.0, 'cr_rate': 3.7275937203149416, 'fuv_field': 1.0, 'visual_extinction': 2.9643750143703076, 'use_self_consistent_av': True, 'base_av': 2.0, 'cloud_radius_pc': 1.0, 't_start': 0.0, 't_end': 5000000.0, 'n_snapshots': 100, 'rtol': 1e-09, 'atol': 1e-30, 'solver': 'kvaerno5', 'max_steps': 65536}"
5.531681197617227,True,10.360621875006473,163,2227,100,1139,1139,0,4999999.999999989,"{'number_density': 10000.0, 'temperature': 250.0, 'cr_rate': 5.531681197617227, 'fuv_field': 1.0, 'visual_extinction': 2.9643750143703076, 'use_self_consistent_av': True, 'base_av': 2.0, 'cloud_radius_pc': 1.0, 't_start': 0.0, 't_end': 5000000.0, 'n_snapshots': 100, 'rtol': 1e-09, 'atol': 1e-30, 'solver': 'kvaerno5', 'max_steps': 65536}"
8.208914159638253,True,10.874516333002248,163,2227,100,1214,1214,0,4999999.999999989,"{'number_density': 10000.0, 'temperature': 250.0, 'cr_rate': 8.208914159638253, 'fuv_field': 1.0, 'visual_extinction': 2.9643750143703076, 'use_self_consistent_av': True, 'base_av': 2.0, 'cloud_radius_pc': 1.0, 't_start': 0.0, 't_end': 5000000.0, 'n_snapshots': 100, 'rtol': 1e-09, 'atol': 1e-30, 'solver': 'kvaerno5', 'max_steps': 65536}"
12.18187912010116,True,10.915358542013564,163,2227,100,1295,1295,0,4999999.999999989,"{'number_density': 10000.0, 'temperature': 250.0, 'cr_rate': 12.18187912010116, 'fuv_field': 1.0, 'visual_extinction': 2.9643750143703076, 'use_self_consistent_av': True, 'base_av': 2.0, 'cloud_radius_pc': 1.0, 't_start': 0.0, 't_end': 5000000.0, 'n_snapshots': 100, 'rtol': 1e-09, 'atol': 1e-30, 'solver': 'kvaerno5', 'max_steps': 65536}"
18.077686769634344,True,11.429617082991172,163,2227,100,1374,1374,0,4999999.999999989,"{'number_density': 10000.0, 'temperature': 250.0, 'cr_rate': 18.077686769634344, 'fuv_field': 1.0, 'visual_extinction': 2.9643750143703076, 'use_self_consistent_av': True, 'base_av': 2.0, 'cloud_radius_pc': 1.0, 't_start': 0.0, 't_end': 5000000.0, 'n_snapshots': 100, 'rtol': 1e-09, 'atol': 1e-30, 'solver': 'kvaerno5', 'max_steps': 65536}"
26.826957952797272,True,11.440932999990764,163,2227,100,1459,1453,6,4999999.999999989,"{'number_density': 10000.0, 'temperature': 250.0, 'cr_rate': 26.826957952797272, 'fuv_field': 1.0, 'visual_extinction': 2.9643750143703076, 'use_self_consistent_av': True, 'base_av': 2.0, 'cloud_radius_pc': 1.0, 't_start': 0.0, 't_end': 5000000.0, 'n_snapshots': 100, 'rtol': 1e-09, 'atol': 1e-30, 'solver': 'kvaerno5', 'max_steps': 65536}"
39.810717055349734,True,12.273321000000578,163,2227,100,1609,1570,39,4999999.999999989,"{'number_density': 10000.0, 'temperature': 250.0, 'cr_rate': 39.810717055349734, 'fuv_field': 1.0, 'visual_extinction': 2.9643750143703076, 'use_self_consistent_av': True, 'base_av': 2.0, 'cloud_radius_pc': 1.0, 't_start': 0.0, 't_end': 5000000.0, 'n_snapshots': 100, 'rtol': 1e-09, 'atol': 1e-30, 'solver': 'kvaerno5', 'max_steps': 65536}"
59.078379115879436,True,12.644091207999736,163,2227,100,1763,1677,86,4999999.999999989,"{'number_density': 10000.0, 'temperature': 250.0, 'cr_rate': 59.078379115879436, 'fuv_field': 1.0, 'visual_extinction': 2.9643750143703076, 'use_self_consistent_av': True, 'base_av': 2.0, 'cloud_radius_pc': 1.0, 't_start': 0.0, 't_end': 5000000.0, 'n_snapshots': 100, 'rtol': 1e-09, 'atol': 1e-30, 'solver': 'kvaerno5', 'max_steps': 65536}"
87.67123872968686,True,13.32082012500905,163,2227,100,1817,1743,74,4999999.999999989,"{'number_density': 10000.0, 'temperature': 250.0, 'cr_rate': 87.67123872968686, 'fuv_field': 1.0, 'visual_extinction': 2.9643750143703076, 'use_self_consistent_av': True, 'base_av': 2.0, 'cloud_radius_pc': 1.0, 't_start': 0.0, 't_end': 5000000.0, 'n_snapshots': 100, 'rtol': 1e-09, 'atol': 1e-30, 'solver': 'kvaerno5', 'max_steps': 65536}"
130.102521691083,True,12.921699958009413,163,2227,100,1867,1810,57,4999999.999999989,"{'number_density': 10000.0, 'temperature': 250.0, 'cr_rate': 130.102521691083, 'fuv_field': 1.0, 'visual_extinction': 2.9643750143703076, 'use_self_consistent_av': True, 'base_av': 2.0, 'cloud_radius_pc': 1.0, 't_start': 0.0, 't_end': 5000000.0, 'n_snapshots': 100, 'rtol': 1e-09, 'atol': 1e-30, 'solver': 'kvaerno5', 'max_steps': 65536}"
